ID, Months Active, Reviews, Average Review, Votes, Friends 
j2eMum97Tm37YDRIFtQ44A,36,14,3,27,1
KzhNZFIQkInYDIGUS35Sug,60,7,4.86,2,3
UHc8L1Wpvaa9cMDRIC4_TA,15,3,3.67,0,0
oyXrEZiPZBvrTok1oYLPNA,48,44,3.64,35,0
zdh5PJCPxehOGHBrOFWouQ,29,7,4.14,9,6
p3iWYcmR_Ia-Fqy6luV8Eg,49,4,1,1,0
mRTY_S2IQyAweG0pLNOgLQ,71,29,3.97,87,3
MFYVWyygLTY19IxOFbMEFA,15,2,5,5,7
CXhYBa5R70CkowoW5U89ug,72,8,2.78,13,0
h81zWMhcHsj2pAKCKV7mcQ,41,6,4.86,5,1
jal7dnm8aaakZ30OO1yRNg,47,1,1,2,0
q1Edb5S5pfW_P9764znCMw,76,2,2,5,1
9fvYmAdkqXw-HC521SW6Yg,73,89,3.74,364,4
4Sl9YspVyUfAvI5VTCWxLw,16,2,5,0,0
jvbhJRSTUU00GA_fev1Wnw,21,12,3.42,13,0
FtzKyn2DobuehxutOu61wQ,7,1,5,0,0
32OMUeNR1_49KoK7darxXQ,37,14,2.5,36,0
dM7N3-pZWu4OlmAHfj6_Lw,34,2,4.5,2,0
r1oMjfegj957Gus8HCK3Yg,13,1,4,1,0
jGsPOCaHCiBUJhBdFOe9-A,45,9,4.78,27,1
ZzifMP23wumXldEMILqX3A,22,1,5,27,0
CLGOif3OirUHztv6TZohyA,87,109,3.36,301,10
PpfcnTCedZU_n95aCSShFg,40,1,4,0,0
c12aVjSO3M673AHaUNHOJg,41,8,3.62,19,0
A809MXzzzalEYsY_aFp5Ww,32,4,5,4,2
_W4ubOUOnLPyMsIfifmaSw,57,21,3.43,33,0
CDQDJ3EPcAhMeOiH8m68FQ,59,7,4.83,2,0
_4Wi-df6fLvdkWhKCzWNfg,32,2,5,1,0
tqt5XziXosTjqFLQax_VOA,14,1,1,0,0
3Ws2YSp6NphlGWVUymqXSw,16,2,5,1,0
RSKCKqdnviOSN9KTMW0UOA,7,1,5,0,0
fGr8hL3odsxRnIgxYg3f1A,25,1,5,0,0
lkStjgliEYtEujAkJv1s9g,62,2,5,2,0
pNYLqT8r0bDPUcrRQSWzTw,23,7,4.5,6,0
85nleVF5j91oSvI4YbPC9g,70,232,3.28,1025,4
yq2_HKkuOGjg0HamSmw4Zw,51,5,4.5,1,0
suHznJ7NRdiWj-HkWWsnXA,30,2,4,5,0
5hneD5bCSVAhwivVBlBzIQ,55,34,4.3,32,0
Z1emmfNT5TXDo1iYuCdggA,15,2,2.5,1,0
iiD2Ae0eVDyHjpCVrsDcXA,44,11,2.75,52,2
X_tXOuDjXyUTpJN3oKKbNw,48,3,3,3,3
vkAC62Lb7xD-BBjAu64kDg,19,5,3.4,9,1
qJh9SHpaO8H7ltyuJGoldw,32,31,4.12,37,19
DjDDixz_BFOWCWQA00nCfg,19,3,3.33,0,0
M4qUhE-dj2ykZrNNf8CwpQ,64,17,4.18,4,0
0Utl86_U8SBNgphEl0NdPQ,58,40,3.62,37,0
I6ZjWrJDkr4DPWSsIuRnIw,36,2,3,3,0
MGCPBiwohwokhDNz-PPOjA,67,285,3.63,2255,11
FRdQICEr7bcv2gbXDFyS_A,57,23,4.26,37,0
8QnZXXA_yJRd_eYWOzcYUQ,62,10,2.5,12,0
ETkpZJHS4ZX5o0MR5bcxyA,43,7,4.57,2,0
4RfXCdgaxAPd7yM6D-wr9w,46,4,4,8,2
meZyHtg-2k9ML21eOHODlA,77,1,1,0,0
X5t6e37KpYRpWDqr30vMLg,27,4,2,4,1
GNIq37PyZme3bt3WCp53aw,29,4,3.5,1,23
Mm5Jhyc4qLk4xPUxmJwCVw,30,7,4.2,25,2
BwT9IgMDrKVlowVkQHZFPA,64,4,3.75,0,0
GZZs7288ZoIz2hx_vcAVUw,75,105,3.59,400,11
Jro-fo9KyR45s7H71SNxOw,88,89,3.64,215,1
R0XrNMKL0aud5Ka09mRhgA,88,50,3.72,98,2
YgPrYF2hZzyOD1qQzngANw,68,121,4.28,227,0
S_ikBO1F6CKBM8S4ju2jIA,58,2,5,0,0
KzaX2_bf4gLY0kTYDE8zug,17,1,5,0,0
wzSbpozllAsDg1DKINLQgg,41,26,3.38,19,0
SNtKAOODwyoOdT95MG_pHQ,59,1,5,0,1
x54dIG8nCptGmjJfWDx90g,29,10,3.9,9,0
t7bxL1woH-AAZn6eAXaDOg,19,2,1,4,0
Z9X5ZH9fzKXO_mQGTSfJlA,48,5,3.4,12,0
1bx6pjxq7OPa4vZbqQ5wfQ,76,46,3.82,52,2
5TcRvBotqZ-Og0kBDPrMmQ,34,25,4.88,10,2
9nsagwu1NPpg099IbLWmSQ,83,6,3,166,1
3k43LS3S__lZOITl6-Wc0g,44,8,3,20,0
wlL-28gshgM7O4c_8WqqcA,23,2,4.5,0,0
eTX1GC7t3LYm4TZylO_cbQ,59,1,4,6,11
anaD7V8vo16qYKdBURuiKw,83,44,4.14,151,6
BLf7keHkjX70eGqmVtCSUw,51,8,4.12,11,1
ydFR5lePiKDGSOwt7L9gCQ,35,3,1,10,0
EDN_wou8EEkuaj5Pd83cQA,50,136,4.27,1540,11
5AtV2LFRPaKdhcHnMZaGhw,45,2,3,0,0
Ztp6nPCiwXcgBh5jcPbrVw,39,5,4.4,6,3
Zgan1hTpBY29qEpNNFgM1A,36,4,4.25,7,0
DSaxIdId-fAqzRkWfM9KoA,41,8,4.17,3,0
t6mqJt54rJd6uWVBZUXi_w,44,7,4,5,0
nAZwuOW0VvvxrClriKHInQ,38,4,3.5,0,0
UjATGrlyhOg1H1OUDVCL6w,45,5,4.25,3,18
eRX-3O-uotkgzcBdFtLcCQ,48,69,3.5,152,4
TSk_XN1xy6Lyoczj-kdsTA,71,4,4.25,21,5
0TWVQHr52bJF4KPvKdOXWg,67,29,2.95,56,0
uZaE5GPMqoM9WS99g99Mgw,52,5,3,2,0
0dgQa81w5it1PMpGpC_L0A,62,201,3.68,1180,130
Agu65LjQjoyRn5mdTRoOQg,42,2,4.5,6,0
8wIqngd2yTKsKEMV8DhkUA,28,1,2,3,0
W2ObRrewKslRy7DyDNsUkw,10,11,3.64,5,0
mxsSQxNCfCf_wPEf88Z9mw,16,1,5,0,0
C8qPwxH4NxaUl6IP-sBg_Q,38,3,4,2,4
8i0HXuzSI_XSMTew4TL2Tw,44,9,4.67,9,2
Zvj6cslNLocKum6A4M_C3A,20,1,4,0,5
Em2fdcWI-OW4ibvKnROsww,39,7,3.33,3,0
YM_5GOT6xx1siB9QN-GFaQ,26,62,3.94,94,9
qbNNrnDpyjre6FdELQrdTw,31,11,3.64,11,0
IgxxlgzpUPeeW39MSrodoA,63,6,2.6,10,1
NzlNBqNkw6j-HF0arO6bnA,18,7,3.14,5,0
fUvJwb-Y8oXhwDE5Nva6Eg,40,2,5,4,1
Elmc54TEuvcT_8GfzaToEA,39,4,4.75,1,0
8dbB_L8EEPCU24b9Jnf_Hg,31,11,5,13,0
ce9jhfrnD_5NuFERDx_Zug,27,5,5,5,5
4TZARz8AjNWfukK2UfZitA,43,21,4.52,29,3
SjVZ5Tpe9RwP2EL3TRSg2Q,36,26,3.92,41,0
eIYwSzGhMkX44AV0sxZERg,52,28,4.1,40,1
gmldpGyM7fvhO_wjlqbAcw,18,1,5,1,0
FdiExFkEuojFMR5HEzkFHw,32,7,4.8,1,0
Ka7ZbEC2YHj7gdsflsN6-A,35,6,5,9,0
8Gj7JC6oApvq4DN76hjOPw,39,5,2,16,10
ouIz-FCbbcPRDPrVqw5FKQ,50,1,5,1,0
og4dwo1XbdzGWzabAf03fQ,8,1,5,0,1
CGWm3c1Q-zei_zvsMX6WTA,20,4,2.67,8,0
lO-BFoKV0WF12jBkEwkFWQ,18,12,3.73,13,0
mI0YWrcCQnhgZnBC2XRdFg,37,10,5,5,1
ibg_KTLPrqzU4HfDZBlFbQ,61,1,3,2,0
VTTZS-QqVeEOv8pvlYmj4Q,70,5,2,20,0
ivGPEq_wT3HsYpME25nUiQ,23,12,4.5,13,1
ykzryAzN1IBNf2jc_QYMQg,29,1,5,0,3
FoSbHfzmVF87FtJK4uO_vQ,33,1,5,4,17
sKNrs3NWHYmtOTKnlWZw_Q,52,34,3.97,63,1
FKAcozQ2xd_VusL7lGUb7w,44,1,4,1,6
5ehfjrLys1sWsUjTiJKaBw,80,22,3.95,102,0
UscvTBiimQBlZMYlu_0ivQ,33,1,3,0,0
bDHJ7WRFSQr2m-jzmkx82Q,36,5,4,11,5
cdvKQS9-k4KXWNP8UXLKEw,46,8,4.25,9,0
EVSAweqdsY_EWfDxqDYdDg,52,1,4,1,1
E7E2hHRClbixWzYJ-wuKcg,43,20,4.15,51,3
pjjPDU0Dea8nngIdsQX8Ig,37,6,4.2,1,0
h0geDLx7fwdpq7pinjcoeQ,40,4,5,11,11
TS8GTZ0cn3LlHY64TY3j1A,17,5,4.2,3,0
Dv557oBG3q_oRvmk4YuswA,7,3,4,1,0
TCRA6cp6oWO6GezyMGxI4w,21,1,1,0,9
VaE-xPCV_VDMksZeZT05qw,12,3,4.33,0,0
ZNG23JOioaJs6dbAVWRMfg,76,22,3.74,33,0
U7VRQ1RBkrSkVebxXnv5Mg,94,44,3.16,144,5
ACeqiaLMN41QQ-RL7GiiBA,39,3,3.67,6,4
D4vtmw1kMcH5e85DZlYZwQ,71,2,4,2,1
e7_mPkNLzbyWMXOBpT0E5Q,36,2,4.5,1,15
3x9lFDc974wld_jpwI7q8A,37,2,3,4,0
HX3NKRJRsbSr7ft6fgP1Bw,35,1,2,0,0
JStVn4wyROLtymZOo-wM9Q,9,1,5,0,3
1L0dHoA5WTZkCKDd8_rJjA,12,1,3,0,0
LN_tulkuSd7EuKgDIN_0lQ,61,3,4.33,4,1
zEenQ3twhHxRIhTECfqjDQ,98,1352,3.51,1608,10
0tIbt5xIF4ygBGHuvcp9Yw,14,3,5,0,0
xqQMyOzggrDR3vQ82b79tw,54,100,3.79,178,21
1GSPKWxohcYg5X833AN7dA,33,10,4.3,5,16
#NAME?,73,6,4.5,2,0
le5EDC3wWL14kcS1Wdsl8Q,47,1,5,0,1
EQv8DfGeyJaATYg0hCcTvw,28,2,2.5,2,0
jFHmCsK5Vs3qSS5vvmb2Jw,58,71,3.95,160,2
ogfNFC5XPzJMFXAkZScNkg,93,312,3.62,973,8
ddqA4SI5obn3VDWT0oVlgg,25,1,3,0,1
xnaTKXTGnp4I-PLE6_sozw,70,26,3.81,38,0
Wv6lEqgMXkO74w2OvRWT0w,17,1,3,0,0
Gp291qdNJaFKXxqzHb75Xg,62,7,5,10,1
tmJMzLh7Iebioj5BkauHnQ,32,3,5,1,0
YrSKQySSle1tVOLi0rIk-A,41,1,2,2,0
JXpeuEun-ppHVm9WFghT_A,61,4,2,6,0
nyG8ImEe1W5HD3wbPl2jTw,21,3,4.5,8,0
48DXrpTDt2OOpLt-9rsFoA,88,48,3.94,68,5
tJ_qjrjZ2doJ53gDJiHmqA,44,6,2.33,9,4
J-RR0HXhUgd-Hep_U06PJA,22,24,3.88,100,1
VORHGKst6aLbdYRVH_AIuw,11,1,5,0,0
#NAME?,48,5,3,6,1
2PYY8ZTy0spnlX4x-AMRrA,47,2,4,4,16
MQcpE6E4JuiiGZdOJhdDgQ,40,4,3.5,5,0
CJaluR9LzuHgBKU0ogx0Jw,40,2,3,0,1
F1PkYH1CZIIMXb0VMEUmbw,30,6,2.33,22,0
nEb5XMPu3lPDrHG-lsDxZw,30,3,2.33,6,0
zOPmXL4Uo5JyVy6ZhK2xBQ,38,3,5,4,0
OPHohVSZlEGEr-1WOHAtKw,21,10,4.9,11,2
y3XhaBdoeGWWPGOcuMQQtA,60,13,3.08,64,1
lyddbKzfbogQCPtx0t-N_Q,7,1,5,1,0
ZmIgP4U4Ht9CYmNX0_zP6w,96,399,4.12,7197,168
L_3BXe6sxgVResvLvRkAMA,85,10,4.45,92,3
0JKGTs7rJE2tJ0dfkEFaIA,19,1,1,1,0
mirf3tWWt9leX_QoizxmSA,44,5,2.6,3,0
fQbzJRS2dwso8Jps2_S_mg,18,1,5,0,0
E-DdflUo1QN5RkUUKMm0_Q,59,129,3.73,92,0
iwWBF3nKoRMoy1sbkLJwvg,79,152,4.14,2325,157
UBu9AkLTiECU1YAuFyAepA,8,2,4,2,0
lkK2yWrEJ750jNclER-XsA,27,1,1,0,0
G1lcrbyTChLN5Q5Od7Oadg,47,202,3.97,899,12
viktEB8hfkR81lFNqg1EtQ,49,11,4.55,26,2
ay5cNdXr-76FDHXsRJgNgQ,49,13,4.29,45,2
IjXaDB6FKitv-sjpdMf6BA,31,5,4.8,2,2
jZRaHGEcxglmU3-GKo808g,22,5,2.6,4,3
VjDGeOr3vUtflmmXHxtK_Q,19,18,3.61,4,0
DCcTTmBwNOgGAwgcURZwog,42,3,3,7,1
Uz3QdlemjrmvVx2PFD0GXg,31,6,4.17,4,0
jiIeWCUhmY3Gsp8bK_kRNg,44,5,4,20,1
rS9XkjoWFg47rcAJTpaIjQ,67,8,3.12,24,0
DGsntYwfLnRlYMikSmKF8w,26,1,5,1,0
Vm3gOJgj0vm7LcPbCy81jg,58,360,3.88,431,10
EWkkoKEaXyV6aJI-IbdcZQ,38,1,1,4,0
7pM-8rv25rUhCUFtkaIzbQ,44,3,5,0,1
MlG6sDtxFYxNvZOMGqxcYQ,28,5,3.8,18,14
1o1MtALWu2aWW3AGcjDlRw,81,56,3.64,149,1
0Or4llmCY1KYB64B067ZFg,43,4,2.5,5,1
zNItBCWlmNm5K5HDrY8C9A,46,3,2.33,11,3
9w2mSUtiArG9SBirb0h3zw,20,4,4,3,0
BRB4a16gumg6Irh8RPqGPg,7,2,5,0,0
wvsMlpa6U9RV4-_pU4gBJg,36,37,2.86,60,0
RZmOj-3kl-QV4L_Ifp9-SA,28,4,5,0,0
_Rx2iNZzYsLBp03uB27lXQ,45,25,4.12,18,4
fkp78ZhUDz8mevaoQHQnsg,69,35,2.97,67,0
N8BmBKoW7NaePj7Mm1-wow,10,1,5,3,0
roDu6SCQI7flaLMEDmLcBw,41,170,3.51,126,1
ToNlcU1UhIoAZJb8q3Sz4g,53,13,4.29,51,0
7Vyd1eYp98W_sc3MuqX-HQ,43,3,1,8,0
bSL66nqoduKBPMqwCtpsVw,51,1,4,0,1
XTaE8AX6l4xfdqM7ijD3GQ,69,214,3.63,381,1
Zdy4BGz8lsLCHI5fGYw7vA,65,5,4.2,6,0
ZtPd2PlWfohPuVSoNDMOBA,19,4,4,8,2
gM0sIR19KRNp7Rl5KK1mZg,38,16,3.44,57,0
BcqBvb5ml6B4FALrk6P8uw,40,10,4.7,20,0
zsFrQ5VbNBKp8om_vifdmA,17,1,4,1,0
lfevllDCdvqxDhv7tVQ8Sw,54,2,2,3,1
wCwCBI72_htzCiYTHavOzw,38,5,4,11,0
c0ETsQMwiphZ2PcQdWYApw,53,4,4.75,0,0
eHOA4AjtwKEXnYHfpi0fwg,13,2,5,1,9
h4H6MYpc94LUKspCfffwAg,51,5,4,5,0
hv1GEA9D_jBYHGFCbcUMmw,39,4,2.67,6,1
lUqXM-s1e8AH1xIcvcmjww,51,9,3.89,12,5
6cVjbsnEUVOoPEYD2tpNyg,29,92,3.74,96,0
zVILpa7NMsikeShG_QzGeQ,59,1,5,3,0
Oba6VjQT4Tv1n_hqP-XDCw,35,11,4.18,13,7
smWTrHKnj0WKUqRxNfL0bQ,55,553,4.16,538,6
rA64d5x7nxZuzD5ZFKy8Qw,62,6,4.33,2,0
t4CroUcjlpMB0LW-4k65cQ,69,42,3.86,48,0
ZKQ_pynNUVC-EsUTzZ7qVw,69,4,3.75,2,1
objFz7l7RnsISeqnMwWJlA,46,5,4.8,17,2
H_9Cia3QVkjNxUh84qymMQ,29,6,4.17,3,0
_H7YQYiXToV0paIoOeFNng,68,13,3.2,51,2
HZmE5syFMYQHF7NDC96jYg,23,5,3,23,0
i9mEj_To5Ly_TT0kMnGGOQ,30,2,4,4,0
kkmIqEORKryf5eAkx6mMyg,21,1,5,2,0
z8CbkcpGgHoytfkkPTPfeg,48,17,3.47,31,0
7ukmtgAdE2qQsln7PkqgTg,35,1,1,1,0
DNCSV5cZP9Erm7uFedxK-g,33,23,4.46,116,35
rTxCjtxLXsJLNT2JAFZ4hw,50,16,4.12,19,1
uZS62OpO9US2gftnli8GVQ,46,9,3.67,10,0
GUpOjvuu_B0Zw4srB0-S4g,61,11,3.64,5,2
FN8F9pNKMIwCjwxLulVF_A,63,2,3,7,3
3dHAHbMesWcpET-D0zs-LQ,68,77,3.95,112,13
C-ovlyejzMMFk2tILH10Sw,14,4,5,4,1
SwtdE9Fys-09vKPLx-Bobw,48,2,1,0,0
dICWroOD9Q-c8kFEGqENdg,66,66,3.68,167,4
k5Fi7yzulree-h07MNYFcg,35,13,3.33,20,0
51nA5X_aNiosYryamizcWA,27,6,4.33,0,1
dON_lymZAFx3jmq5yVobBg,32,25,4.24,40,1
x1LryTh1aYdtpeTpDq00rw,42,5,2.8,1,0
6gaUsuUzNnRLXtMQVdxX5g,68,6,5,18,0
nK0BDnBGpNqx_WLG-8EUoA,29,2,5,6,6
oZxqk1Trnm2MRlI6FGxsXw,15,1,1,0,0
csid8baSpagUCB9oAJbB1A,12,9,3.89,18,4
m4FALjpi0wYNF8i7Yi4iRw,16,2,1,0,0
_FCvHUkclXyI87CcfHdFgA,46,4,3.75,4,3
6VIhZbqvRltHTT6MH1ep4A,20,1,1,0,0
9a5YLxHRQk7t_TT7c69fTA,41,2,4,0,0
mS1bniaal0iKZjiijNC5wA,15,13,4.55,7,8
MDT6kUTpa8wYES4huUuVfA,8,1,1,0,0
hZEnO5mcNKl_1BFJuMElKQ,12,4,2.75,3,3
EiIZsbuwyLlJirwbit7EvA,41,3,5,13,14
01hiTvu2EGF4G9YIfAYkDw,63,9,3.78,5,1
xM30sspehKZRNpgkeRixJQ,16,2,5,0,0
QkmnelBqFNh5Ia7ML3dd-g,58,37,3.43,27,0
M637_m1oW31AcM3WsnIEnQ,38,2,3,2,0
T_kMEgHqIqwbHR_7yhqWFw,64,298,3.41,442,4
ohqcbH-8ZGut8VZMNx-ZmA,27,7,4.12,7,1
Z9lCooNUvI41Oxva8QsFNg,18,1,3,0,0
PRg0bnBOuNO9lXxIYAhuSw,42,1,2,1,1
SY34qO7Ts7sT17GehzwpXg,68,7,4.14,6,4
DY4EePYj3kmsEmcsMYajOQ,25,23,3.3,8,0
2OUPRLSlf5LSZvBveJ3q0w,20,1,5,0,0
gxdz-ntO3IsDt_eBdYQO8g,36,25,4.36,79,2
ieqqrjZjCYStIvcQL6rSLQ,20,3,4.33,2,0
9XZkEfJkN2lkr9j7u6Qctg,17,2,5,0,0
SMwZ283Z33csWEzrpCcxEQ,17,6,3.33,14,0
8ChbwvGxFMAJp330ohBj1w,66,4,4.33,19,0
WFub8GZdu4Humt0MJ9PWJQ,53,8,4.25,2,1
5_GxM3rifzPNG9DIwc1jAw,50,3,4.67,1,0
j5j6LDnBk7hrnTFrqP7H6A,77,15,3,36,2
w8RrT6htSEGeont5eBSnnA,28,11,4.45,13,0
plWuq8HoYwscDKXrIa00jg,18,3,5,2,0
BBcgEL1sOeGMI_JTDiQGUQ,23,46,4.5,57,8
OAES6IjJsW06P0rZdx3omA,91,504,3.54,2109,15
t2JrmZXFcg0jB7jLP-rbIQ,41,19,3.16,52,13
2KanC6ZYmlFvnVqbgBv9cw,67,6,5,5,1
ja5zUqayJaQHmWnJDnyOSA,20,1,5,0,0
NcusypTJDWlu7zABnYOxUg,31,8,4.25,20,0
iRj5f7z-FLBmr4yTovx6hw,12,1,4,0,4
YVTtRQdQTZX8Yoa7Ucy24g,57,221,3.82,347,4
UHyDQ-laihWMGa8MtIToOg,44,12,3.69,20,0
2N5bMhPeg9P1wQNnl4c-jQ,35,11,4.64,15,19
4YJRvI__DA8mUHC1ItoBPw,90,35,3.92,135,5
2spdLn1L5EBE4LvO9GK_8w,55,39,4.36,29,0
7pLtwaWQx5FwuG6mLoXmLQ,17,2,4,2,0
JYL5hzh5DlJsyBrZp8rvBQ,33,5,4.2,12,0
C3YGmw4aRRfOophju5FJPg,43,1,2,1,0
m-lrH3M5J8f6sEXPSWZHpw,39,4,2.75,16,0
oeN1mnXSqa_Mt0L_-bp8vg,66,21,4.2,37,0
NwGS42Q87vC7POVnGX6jww,12,3,5,1,3
1_5zcj-nV18IU700y2kMEQ,9,3,2.5,0,0
XQd_aD-SgWKsaL-iLD-w9Q,42,9,4.5,11,6
HI7iAOTLe29P5xSJQbNccw,32,8,1.57,40,0
56Hmjo6EatbebpuhkpW6uQ,29,3,3,11,1
ru9-V2yO813OLwhLrhzHcA,23,5,4,2,7
3YUaXQuFdEqSE0DNNaxk3A,18,1,1,12,0
GNEKXmAhWHws_wfRP_IzZw,33,2,4.5,1,0
6PZnpEjKZbZb55m19GeYBw,9,12,2.09,13,1
LlhUPwr66E6dJryh2Y9uJg,67,28,3.64,13,0
Q_WwReRM_2T8V4YQ5c-spQ,26,7,4.71,4,3
J0UoK9CUq6QyFamCrpUHwA,28,4,4,1,0
8Z6KbEgBcZxO6DrjUg_CHQ,47,1,5,1,1
raMWuyNnBmckhxjxK67YgA,18,3,4.5,1,0
GVu2U0oK3SneUWgUblbRYw,50,4,3,1,9
6Ma-XidLQIXif73NSbCePw,65,5,4.75,6,1
d5lzknN_pH8If0Sqlwq5KA,16,1,1,1,0
EBUPheB9KgbBtXKvEnZhpg,23,3,4.33,0,0
1ykGYq1ERicaZWCl5-Vi0Q,54,34,3.51,31,2
HKqEWTSeWTbcsQE8_9yxxw,54,2,3.5,3,0
Fjs6c1PwzY1YbTcuAyubCQ,50,43,3.81,42,0
1sTIJSux2HnxUt_ezDOtTw,28,7,3.38,8,7
txV3VKrLkB3-P1bKgTP_XA,50,15,4.33,37,3
shcVyd6ZL-8qBoYXTN4RJA,15,9,4.22,19,0
x8n40c7W1MTWTTXsI2TxTw,59,62,3.81,150,0
eYT3FFwuZfqp1CkTBxSI2g,65,37,3.38,55,0
2P5oX1DVr11guGiNAhO47w,103,8,3.75,21,0
7zGnf2ftYLaRuvvjbV3zCw,37,1,5,0,0
zB3o5BKuHSifOva3WAbIDA,28,4,3.67,30,0
oRPRWzJel4pFBmERDIBMaw,53,9,3.3,12,3
NnoYIKG3_1o3ZuIiKMIWfw,13,9,5,3,0
UcdsKXNPHmVzi5qPQSCutg,44,7,3.14,3,1
#NAME?,7,2,3,0,0
Esi0LF6paDqj7W0LcDX4AA,64,20,4.09,48,5
mEimJ0tajMEVZxWqatGpKg,76,82,3.71,304,0
2xOYPltglBe2DwI_0LzJpw,49,3,3.67,5,2
XmQ_QeGGPRv1Cc6b2x-eSQ,34,5,5,6,0
dGZ-eee52o_K1ZavYXYqXA,51,14,3.47,42,0
9Q3yT-8FL3lIWxaBNIHgEA,19,97,4.45,52,2
ItcOo27cIoU9czkIOW9DkQ,81,19,3,105,1
rUYz1AFeKlhdQyw4JOi5Iw,61,97,4.01,86,0
h2mCt5iGT5UUe0rBZJwesw,53,13,4.38,39,1
w8HQHRHs9qfbzUafzpwROQ,10,7,4.33,3,0
IC0yDWYtqyW_C2lW5pJCGQ,19,1,5,0,0
LoSifdxmrOj-a8xcDrRJDw,40,23,4.12,24,1
JQ9nV7Ipo2JiFduif23x7g,32,26,4.08,40,0
rfPOrtHJO0uwkIx1CczZOg,24,4,3.8,12,6
2uTbgj1GKcKpseKYlBKD0A,66,9,3.33,1,0
XvEua_eOQ7mgXu9HPRuTNA,21,6,3.67,6,0
Fz5il511JS0pPxRKIh5Guw,40,54,3.91,90,6
DSB3q1YGLuCz1p6-t0iIAQ,50,30,4.03,26,0
Uk2mbQ4TO9tWJ94zNk8_Rg,32,1,5,1,0
US8-UyTauMl2Sk1CI7cDhA,26,3,5,4,2
ISkNPbDVpm1Rju5aG8d4Qw,46,3,3.67,10,10
PDETy9SRzdrMI4lFHKiTTg,18,10,2.9,36,0
6i1e6g_0ChMbHzEIjKymLg,43,13,3.69,36,4
F9G3qytkMMPWKLsvkrFckw,77,304,4.14,1366,6
cXJGa60A0T4eiiMY3OFfwg,51,8,4.25,10,2
k4fuk1o0FXyKwrtBHq1PQg,86,25,3.76,53,1
opNA5gTifkQBWH8lLv4ymw,13,2,3.5,0,0
I_a66BCmsIBJmnKqGWog-w,64,138,3.47,94,2
v5fZ-pw2y7SSuaQu0Lfzrg,31,6,3.6,20,0
3S3pBLeKrKxgDOFuaB53tQ,25,3,1,7,0
FJx4MHiSu4bv71l3Rf5A4A,39,28,2.97,45,0
GTUr_HAyjhldc_v059XqSg,71,909,3.32,2439,12
aC-qK8v94qBw0H_lBJsikw,26,4,4.25,6,4
k3Oypxs4gwOvD38rMhDE6g,63,3,3.67,5,0
cvd7kvWlRNJX-Cie4w1o4g,51,3,3.67,1,0
Fam-6cMKmvsgSYRAjAJvXw,43,1,5,0,0
HITt6wNacTbmNudzNKy9Eg,47,30,3.77,33,17
9wmMMAmFusDZVGpZ6wksXA,42,3,4.33,0,0
thlVIc8s6ZCP37UGMf3yDA,52,218,3.56,279,2
CY5lvNkNQR1TzIIGjx_2Nw,36,10,3.9,6,0
zZ_14sWr9xPfy5PlAzYQOw,37,48,3.48,72,1
xrHvl1oEoU0l6GGH_nnpGQ,74,10,4.2,47,2
w_WR70Y1tGfe57EusqXb2A,12,1,1,2,1
fZwvo8YgAS068OQC_M3kBg,30,11,4.4,12,0
VakONqCZjfRDBk-IsliYeA,23,4,3,3,5
tkqllcyM17pgo8wp3mtmiA,51,2,3.5,1,0
OcJCV4LZ3c3rLxGvmDiYWw,19,12,3.58,6,0
6o7Hew_Vu2EdB1lluVIwfg,21,1,1,2,0
9N6rorbBEIda6WUAHGGyhQ,29,3,5,14,2
YdpKyJVvCchl9PasApgatg,85,92,4.08,583,5
WArXTkoqkvfgxFEnJkjufg,31,5,4.75,7,3
-TvZVMapXs_qv-9cErltVA,58,197,3.64,323,2
__i-_pFLWJJTO8mc7c5kBw,34,2,1,2,0
QJsXFb9f3B9gUsIb3fiXqQ,86,29,4.24,112,0
irIj1FLtPiBWoXD1JpUjcA,38,5,3.4,2,0
a0QmohMi-4EmrnBiElrgcQ,41,1,5,0,0
LgrXP7bo-3u5xmPjCq7yyA,28,16,3.5,8,0
D2d-0DiaFHeidaWZa7ayBg,25,1,1,5,0
9muFHbx7y_ybJsHnPdhB4Q,36,1,5,0,0
0yc-ae3MiIheuQwXsuFNdg,35,179,3.8,247,3
obUfwBM9RA-PtjB5QDUABw,26,3,1.67,6,0
lyk4MyO3x0YvivEp88YMfg,45,34,4.12,50,3
rg3mRKZ48whTrrRL02hwFw,42,2,2.5,1,2
gQjGi8XDyF6-xfn_o6jRaw,21,3,2.33,0,0
GNTS9ApDX9ffMPSKlZac_w,49,8,3.29,5,1
asBDSq1utLhPy-FLq61qEg,25,2,5,0,0
t04xy0Yz4o_40mn7B40feA,18,2,1,6,12
xHugXf_kL0IPtk4boM3cow,53,9,4.25,14,2
3rKSUZPYv3odS9dCGg947A,40,4,4.5,3,0
3wsa1_1PRq_o95AIZAsIeA,31,16,4.64,21,14
oXXVLKIvK4OF0uRO2a7XHA,30,3,5,6,0
pFZYPHIn4m1xIOS1boLfyA,8,1,1,1,2
phZbzG88wGkIczdDQt19HA,22,1,5,3,0
xE9PJ8UEJugtuZ6sc82U9g,36,5,4.6,13,1
x3jkieKeDgqGChepDvPaxw,19,4,3.67,10,0
eLq7cmvN9_EjNfXpl6D6LA,52,4,2.75,19,5
l8c-RBzsn7F4IkSLRNH18A,54,85,3.53,113,4
NmhgACi0n87BxfIsHL1Xaw,43,5,2.75,9,0
C1DHCGBDNizB3GIHs_iedw,35,4,4,5,0
